Level Title,Course ID,Username,Game Style,Theme,Brief Description,Difficulty,Picture
Find The Correct Door,AB81-0000-00D8-7F94,AndrewIdaho,SMB,Overworld/Castle,Find the correct door(s) to reach your destination!,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkl7Xa6qw
Super Mario Bros. 1 Level 1-1 Remix,B14E-0000-00D8-8503,AndrewIdaho,SMB,Overworld,A remix of the famous Super Mario Bros. 1 Level 1-1,Easy,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHklwAB0QQ
Ground Level 1,7E4F-0000-00D8-8238,AndrewIdaho,SMB,Overworld,Simple level if you try it. I suggest using the doors to enjoy this level.,Easy,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHklpIsbGw
Ground Level 2,DFEA-0000-00D8-860B,AndrewIdaho,SMB3,Overworld/Underground,A level with an underground section with multiple enemies.,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHklwEW67Q
Ground Level 3,ACA3-0000-00D8-869E,AndrewIdaho,SMW,Overworld,A simple level if you try. Features random enemies and platforms.,Easy,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkl6y6a0w
Castle Level 1,D81D-0000-00D8-8730,AndrewIdaho,SMB,Castle,A castle level featuring random enemies.,Easy,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkl6KXmqw
Hot Potato! ,C278-0000-00CA-1C57,Jeffuhfuh,SMW,Ghost House,"Take a bob-omb to the end, using the ""bombs reset through pipes"" mechanic!",Medium/Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkkhg6SNw
So Spinning Fun! ,FDCF-0000-00DA-2DC4,Jeffuhfuh,SMW,Overworld/Underground,"Use the spin to get to the end! Shellmets, 1 mushroom and 2 hidden stars will help!",Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHklv0pVLg
Great Hyrule Sea,2F3F-0000-0022-9482,porksoda1978,SMB,Underwater,"Partial remake of ""Legend of Zelda"" for the NES",Easy,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iYNEjsu7wLHLV
Metroid: The Power Suit Search,5883-0000-00E0-E8EB,GS*KhAnime,SMB,Underground,"As Zero Suit Samus, It's up to you to find Samus' Power Suit in order to survive.",Medium/Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkmR28K5Q
Ghost Ride The Bill - Easy,3A37-0000-00DB-828F,Delerat,SMB,Overworld,Ride Bullet Bills while avoiding jumping flames ,Medium,
Ghost Ride The Bill - PRO,C9E8-0000-00E4-E23D,Delerat,SMB,Overworld/Underground,Ride Bullet Bills while avoiding even more jumping flames,Hard,
Today's Theme: Mushrooms!,2EFF-0000-00E4-CE98,Bobby Zeal,NSMBU,Overworld/Underground,A simple course with the theme being heavily on mushrooms!,Easy,
Super Stage Fighter v2.0 1-5,B27B-0000-00D8-4B53,Goasler,NSMBU,Castle/Underground,5 Stages in some difficult Steps,Easy,
Mario Maker Bros. U LVL 1-5 v1.0,3CC4-0000-00DA-C37E,Goasler,NSMBU,Castle,Show me your Jump and Battle Skills!,Medium,
Mario Maker Bros. U LVL 1-3 v1.0,D182-0000-00E4-8023,Goasler,NSMBU, Underworld,A rather annoying issue!,Medium,
Mario Maker Bros. U LVL 1-2 v1.0,A0DE-0000-00DD-2260,Goasler,NSMBU,Ghost House,The cake is a lie!,Easy,
Pirahna Peril!,3306-0000-0103-DE86,Peligroso,SMB,Overworld,Pirahna Plants and Koopas guard a treacherous path!  Save your mushroom!!,Hard,
Watch for Falling Spinies!,21FD-0000-00D8-8A30,Peligroso,NSMBU,Overworld,Make your way through a shower of Spinies!,Hard,
total torture#$%$#,AB19-0000-00D9-6312,Peligroso,SMB,Overworld,My wife's first level! Random.,Medium,
Blooper's Cavern,4622-0000-00DA-24EC,Peligroso,SMB,Underwater,Bloopers at high speed from all directions!,Hard,
King Koopa's Keep,4DD0-0000-00DC-1D21,Peligroso,NSMBU,Castle,"Thwomps, Fireballs, and Fire Sticks! What more does a castle need?King Koopa!",Medium/Hard,
Goomba Hades,8E7A-0000-00ED-F727,Peligroso,NSMBU,Castle,Where goombas go after Mario stomps them! Their final resting (torture!) place!,Easy,
Journey Across the Fire Sea,1AC4-0000-00DD-73F5,Peligroso,NSMBU,Castle,Small platforms and many dangers! Keep moving!,Medium/Hard,
Low Pressure Wall Jumping,412F-0000-009D-D2C8,JohnHarris,NSMBU,Overworld,An easy course for practicing walll jumping.,Easy,
Super Rush,0A50-0000-00A5-5255,JohnHarris,SMB,Overworld/Underworld,An over-the-top speedrun challenge!,Hard,
Found Course Design: Clouds,30DC-0000-00C0-FA53,JohnHarris,SMB,Overworld,"A silly course based on a graphical shortcut in SMB, turned into an actual level.",Medium,
The Valiant Defense Of Ft. Goom,D500-0000-00C5-56CC,JohnHarris,SMB,Overworld,"The Goombas, the Kobolds of the Mushroom Kingdom, are sick of being looked down on and have made a series of deathtraps.",Hard,
40 Second Sprint,0C40-0000-00C7-1A59,JohnHarris,SMB3,Overworld,40 seconds to clear a long course.  Yet not hugely difficult!  Solid running-and-jumping fun.,Medium,
Inside The Mighty Goomba Machine,7982-0000-00DB-D73F,JohnHarris,SMB,Overworld,"Goombas infest the narrow routes; bump them from below to clear the way, but be quick about it, there are more where that came from.",Hard,
Time For Walkies,187A-0000-00E0-948B,JohnHarris,SMB,Overworld,Unchained Chomps patrol this course.  Find places to avoid them or jump over their heads.,Medium,
Bouncing Bubbles & Abstract Art,A6CA-0000-00E3-FDB0,JohnHarris,SMB,Overworld,A weird course where you're menaced by winged lava bubbles.  Lots of hidden powerups!,Medium,
Acro-entomophobia,883D-0000-00E4-0C0D,JohnHarris,SMB3,Underground,An autoscroll Parabeetle crucible like SMB3's World 5-6.  Lots of tricky jumping. ,Hard,
The Opposite Of Bird,89D8-0000-00E5-636A,JohnHarris,SMB,Overworld,"The turtles, they come from the sky.  There's several ways to avoid the onslaught!",Hard,
Chaos Theory: P-Switches,8C7F-0000-00E6-D605,JohnHarris,SMB,Overworld,"Depending on which P-Switches you hit the situations vary, but it's challenging no matter what you do.",Hard,
Central City Bank Heist,6A24-0000-00E8-5C84,Slingshot77,SMW,Overworld/Ghost House," The Central City Bank is ripe and ready for the taking. Our intel says that their security is pretty tight, so we'll have to be quick. Get in, get out, get rich.",Medium/Hard,
PokePanic,5C00-0000-00E5-6ACD,TBAGR.JonasJuice,SMB,Overworld,"A course my wife made. PokePanic is an experimental doodle course that toys around with some of the amiibo costumes from Pokemon, while making a long level. Enjoy! ^_^",Medium/Hard,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xpa1/t31.0-8/12247929_10156205430100576_3429035300358603643_o.jpg
You're Fired!,131C-0000-00E9-EA28,TBAGR.JonasJuice,NSMBU,Castle,"The title was not intended to be political on ‪Donald Trump‬, but the course is filled with lots of fire-related enemies and lava. Also not for the easily offended (but not explicit). Enjoy! ^_^",Hard,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xta1/t31.0-8/11224802_10156205387465576_732520529722441856_o.jpg
Plumber on the Poop Deck,3DC4-0000-00E7-925B,kelv,SMW,Airship,"Explore and raid the enemy pirate ship, but watch out, they got the entire crew on deck!",Medium,
Flight of the Koopa Armada,3600-0000-00EC-B4BD,Peligroso,NSMBU,Airship,Bowser Jr. and the King himself are attacking Mushroom Kingdom! Stop them!,Hard,
World ±-4: Ganons Tower!,AC4C-0000-00CB-22A0,michael marhal,SMB,castle,Skeik jumps up a tower to defeat ganon!,Easy 30% complete,https://www.youtube.com/watch?v=9jd0bQBl4c0
Super Puzzle Adventure ACT 1,,,,,,,
Lava-Rafting,64CC-0000-00D4-FCB4,BruZZler,SMB,Castle,Skull boat over a lava lake with different obstacles.,Medium,
Precise-Walljumps,9A02-0000-00D6-413E,BruZZler,NSMBU,Castle,Hard Walljump maze with a lot of spikes.,Hard,
Cave-Adventure,AC8A-0000-00D8-289D,BruZZler,SMW,Underground,Tricky Puzzles which combine thinking and skill.,Medium,
70 seconds to Glory,6FDE-0000-00EF-6AA5,BruZZler,NSMBU,Underground,Fast level with a 70 seconds time limit and different obstacles.,Hard,
Ghostship,3693-0000-00EF-849F,BruZZler,SMW,Airship/Ghost House,"A old and seemingly unpopulated ship, are you brave enough to find the treasure room inside the ship?",Medium,
under the sea,CAED-0000-002F-173A,RacheeLiz,NSMBU,underwater,A twist on an underwater level!,hard/expert,
A Hero's Trial: Gracious Version,7F26-0000-0066-E653,GleeRok,SMB,Castle,Zelda dungeon map with puzzles and bosses!,Normal/hard,https://www.youtube.com/watch?v=id1_sw4cB_c&feature=youtu.be
Perplexing Puzzle Trials,4902-0000-00F8-CB77,morrison22,SMW,Ghost House,Prepare for a perplexing puzzle experience. Navigate room to room and solve individual puzzles. Keep an eye open for a secret path.,Expert,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkorb8ijw
Course 666,3E5B-0000-00F5-63BD,Hiddenmaverick,SMW,Castle,"Standard course, slight difficulty but give it a good go and you can do it!",Medium/Hard?,
Dooors,2B3A-0000-00F8-0881,Hiddenmaverick,SMB,Underwater/Overworld,"Pick the right door! No misleading, just your choice and a chance to go back!",Medium,
The Gauntlet,9A9E-0000-00F8-BCC9,Hiddenmaverick,SMB3,Undergound/Overworld,"Bush Rush battle, fight it out 4 times in four situations!",Hard,
On The Road To Banshee,35A3-0000-00BF-3EF9,Spiralsrairs,SMB,Overworld,Classic platforming style level,Medium,
Dip Into Terror,0180-0000-00D1-6722,Spiralsrairs,NSMBU,Overworld/Underwater,"A mixture of overworld platforming and brief stints of underwater, with some basic puzzles",Medium,
Banshee's Castle,6CEB-0000-00DC-11CD,Spiralsrairs,NSMBU,Castle,A castle designed in classic style with a boss fight involving a track/platform system,Medium,
Marios' Castle Adventure,7B9E-0000-0075-E15A,Tomsterley,NSMBU,Castle,Mario is stuck in an alternent bowser's castle!,Easy,
DJG Funhouse,8079-0000-0100-DGD8,DJG,NSMBU,Castle,"8 Obstacles, no second chances",Very Hard,
Nostalgia World 1-1,0E85-0000-00FF-460A,Master_A1,SMB,Overworld,"Would you like to play the ""lost Lost Levels""? Inspired by SMB 2's designs.",Hard,https://scontent-frt3-1.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/12321299_10204138771304381_6098818768336131372_n.jpg?oh=abcf55d5e54aa2126a3f8aeb9f7c5d99&oe=56F0F199
Nostalgia World 1-2,2B72-0000-0101-EDBF,Master_A1,SMB,Underground,This level shows the wide range of uses for Koopas. SMB 2 styled,Very Hard,https://scontent-frt3-1.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/12321557_10204138829825844_8874922690509816561_n.jpg?oh=7d35437eb692be5c41909f2deaa67779&oe=56EAADF3
"Sneaky, Scary Stalkers",662C-0000-00F2-D860,Master_A1,SMB3,Ghost House/Castle,Creepy stalkers slowly sneak up on Mario in this ghost house/lava castle.,Hard,https://scontent-fra3-1.xx.fbcdn.net/hphotos-xlt1/v/t1.0-9/11204024_10204105496192524_7103423827877635299_n.jpg?oh=1b61bb5d6ce7cdaa0f13889323c266e2&oe=56F0ACE3
The Mole - Friend or a Foe?,3927-0000-00D8-2B9A,Master_A1,SMW,Castle/Underground,"A large level, filled with ideas around the one and only Monty Mole.",Hard,https://scontent-vie1-1.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/12249785_10204075887812333_7832463311831525003_n.jpg?oh=15719a388ccc3fc2c9b93a317ef70c31&oe=56ED6A92
Rocket Clown: Prison Break,71AA-0000-00D8-20B1,Master_A1,SMW,Castle,Do you like the DKC:TF Rocket Barrel stages? Try this out!,Medium,https://scontent-fra3-1.xx.fbcdn.net/hphotos-xat1/v/t1.0-9/s720x720/12240064_10204067191034919_3160812280503600311_n.jpg?oh=f1cc0ed2f0efd1fa8114dd80a88e9601&oe=56F8472D
Rocket Clown 2: Hot Pursuit,714B-0000-00D8-270A,Master_A1,SMW,Castle,Designed with the Donkey Kong Country: TF Rocket-Barrel stages in mind.,Very Hard,
Bumpety Boo Bunker,,,,,,,
Kamek's Block Morphing Chase,,,,,,,
FluddnDrain Lagoon,,,,,,,
Spinies Spiky Stronghold,,,,,,,
Koopa Bridge,9346-0000-00F8-1C3D,Peligroso,SMB3,Overworld,"Cross the treacherous Koopa Bridge!  Bullet Bills, Magikoopas, and more await!  Grab the shoe!",Medium,
brick break 1,4925-0000-00DD-5D3A,C,NSMBU,Underground,A mix of tight platforming and a puzzle. Use koopa shells to break your way to the flag. ,hard,
road to bowsers castle,0039-0000-0115-26BD,C,SMB,Overworld/castle,,Medium,
easy 1,1450-0000-00E5,C,SMB,Overworld,Short and sweet platforming level ,Easy,
flagship 1,F486-0000-00ED-1AFD,C,SMB3,Airship,there are 2 paths but time is short! Choose the best path to race to the finish!,Medium,
fire and ice,E1CB-0000-012B-71E0,C,SMB3,underground/castle,Choose an Ice theme or fire themed course to get to the end,Medium/Hard,
brick break 1-3,9533-0000-0121-CC22,C,SMB,Airship,break through bowsers airforce,Medium,
deja vu?,97D4-0000-0101-0A49,C,NSMBU,overworld,Race through this simple but deceptive course twice.,Medium,
brick break 2,362E-0000-0106-CAC5,C,SMB,underground,"Revamped version of brick break 1, with more springs and new enemies!",Medium/Hard,
just warming up v2,C0DF-0000-0120-1242,C,SMB3,Underground,It's your job to find a way to heat things up this level,Medium/Very Hard,
brick break 1-1,B825-0000-0109-17FD,C,SMB3,overworld,"First in my Brick break series, use koopa shells to break bricks and find your way to the exit.",Easy/Medium,
Zvezda HQ: Conquest Chronicle,3FC7-0000-00F0-46C0,LunyRed,SMB3,Castle/Underground,A long level based from the anime World Conquest: Zvezda Plot where you have to navigate your way through the entire stage to conquer the evil headquarters and stop the world conquest!,Super Expert,
Desperate for Checkpoints,CECB-0000-00F0-039B,LunyRed,SMB,Overworld/Underground,A very unfair difficult course filled with Lakitus tossing giant enemies above you. You'll wish that you'll reach the next Checkpoint for safety. There are 2 Checkpoints in the level but beware of the underground enemy chamber...,Super Expert,
Fire!! ★ Battleship KONGOU!! ★,A758-0000-00CD-4B01,LunyRed,SMW,Airship,"Bowser's newest battleship that's named after the historical Japanese warship. Or did he name it after Kongou-onee-sama from KanColle? Either way, this warship is infested with enemies that hate Mario, and it's filled with over a dozen traps. You could say ""Burning Love!"" but no one from the Koopas actually love Mario...",Super Expert,
SMRPG: Kero Sewers,67B1-0000-00FC-1FF5,untrustful,SMB,Underground/Underground,Mario and Mallow must traverse the sewer system and beware of Belome!,Medium,http://i.imgur.com/gs66qaa.jpg
SMRPG: Forest Maze (Remix),838D-0000-00EF-CBD6,untrustful,NSMBU,Overworld/Underground,Rose Town is under assault by raining arrows! It's up to Mario to discover the secret of the Forest Maze.,Hard,http://i.imgur.com/Zik7SZ1.jpg
SMRPG: Pipe Vault,7D8A-0000-00FA-AC56,untrustful,SMB,Castle/Underground,A pipe lies in the middle of the path. Mario decides to seewhere this mysterious pipe leads.,Easy,http://i.imgur.com/NtoheWN.jpg
SMRPG: Moleville Mines (Remix),8531-0000-00F6-4BCD,untrustful,NSMBU,Underground/Underground,Adventure awaits in the mines of Moleville! Danger lurks at every turn!,Medium,http://i.imgur.com/zgwht0t.jpg
SMRPG: Booster Tower,0801-0000-0108-1137,untrustful,SMB3,Ghost House/Ghost House,Princess Toadstool lies at the top of the very tall Booster Tower. Mario must climb it's heights to rescue her.,Medium,http://i.imgur.com/lNJ1vFL.jpg
SMRPG: Sunken Ship (Remix),AE6B-0000-00FE-4E88,untrustful,NSMBU,Airship/Water,"One of the Star Pieces lies under the sea, guarded by Johnathon Jones.",Hard,http://i.imgur.com/NIPx8U9.jpg
SMRPG: Land's End,FA22-0000-00FD-828E,untrustful,SMW,Overworld/Underground,Your search for the Star Pieces has led you to Land's End. Rumor tells of a village inhabited by monsters...,Hard,http://i.imgur.com/WbM3Til.jpg
SMRPG: Bean Valley (Remix),CFDB-0000-0108-145D,untrustful,SMB,Overworld/Underground,Legend speaks of a beanstalk that reaches the heavens...Rumor tells of a hidden Casino...,Easy,http://i.imgur.com/0K6eslV.jpg
SMRPG: Nimbus Land (Remix),E43E-0000-0100-77DD,untrustful,SMW,Ghost House/Airship,A conspiracy is afoot in Nimbus Land. Mario must uncover the plot before it's too late.,Hard,http://i.imgur.com/pqwM02k.jpg
SMRPG: Barrel Volcano,B498-0000-00EE-062E,untrustful,NSMBU,Castle/Underground,A rumor has led Mario to a red hot volcano in search of a Star Piece.,Medium,http://i.imgur.com/PHPqOSu.jpg
SMRPG: Bowser's Keep (Remix),804D-0000-00D6-E31B,untrustful,SMW,Castle/Castle,Bowser's Castle; both in the beginning and near the end of SMRPG.,Hard,http://i.imgur.com/xN9tlRc.jpg
SMRPG: Smithy's Factory (Remix),2ECB-0000-0109-8010,untrustful,SMB3,Underground/Underground,"The last Star Piece is located in Smithy's Factory, a desolate wasteland surrounds a weapon producing factory.",Very Hard,http://i.imgur.com/c7WxoUn.jpg
Mole Belt Blitz,A801-0000-0106-C507,kelv,SMB3,Underground,Explore the underground caverns of the Monty Moles and conveyer belts!,Medium,
Nostalgia World 1-3,A776-0000-010D-0B5A,Master_A1,SMB,Overworld,"Classic styled level features (flying) Cheep Cheep, falling elevators and springs.",Hard,https://www.facebook.com/photo.php?fbid=10204165648536295&set=a.10204067038871115.1073741833.1678770142&type=3&theater
Yoshi Power,21dc-000-00ea-a0d8,Shellphish,NSMBU,Overwold/Underground,Fun level where you get to test out all of yoshi's skills and tricks,Normal/hard,
CJ the gamaerbabies first course,73DE-0000-010B-FEE5,Shellphish,SMB3,Overworld,My little guy designed his own level- he's just over a year old! Watch out for falling enemies,Medium,
Up and Down,1CCB-0000-00EA-F90B,Josh,NSMBU,Castle,Castle with puzzle elements,Medium,
Dungeon of fun,7C77-0000-00B0-83670,Josh,SMB3,Castle,Difficult castle level,Hard,
Fun with Yoshi,4390-0000-00A8-DD99,Josh,NSMBU,Overwold,Get through the level with the help of your pal yoshi,Medium,
The Realm of the Giants,C4C3-0000-00D7-1AB5,Frank,SMB,Overworld,"Sometimes, bigger is better when it comes to reaching the flagpole. (Makes use of the big mushroom)",Medium,
"""Help"" Your Friend",9F11-0000-00EF-9471,Frank,SMB3,Overworld,Success sometimes comes with sacrifice. A puzzle level where Mario will need some help from a friend.,Easy,
"""Help"" Your Friend 2",EF1C-0000-012A-19A8,Frank,SMB3,Overworld,Success sometimes comes at the hands of someone else. A puzzle level where Mario will need some help from another friend.,Medium,
"""Help"" Your Friend 3",9118-0000-0104-3756,Frank,SMB3,Overworld/Underground,Success sometimes comes by leading others. A puzzle level where Mario will need some help from yet another friend.,Easy,
"""Help"" Your Friend: The Revenge",5FA2-0000-0183-72DE,Frank,SMB3,Overworld,Success sometimes bites you in the butt. A puzzle level where Mario will need help from his friends...?,Medium,
The Great Airship Heist,52BD-0000-0104-2E47,Frank,SMW,Overworld/Airship,Sneak and fight through a facility to board onto a majestic airship ,Hard,
City Hero: SUPER ARINO MAN!!,28A8-0000-011B-6B5D,LunyRed,SMB,Airship,Play as Arino Kacho and guide him through the city to GameCenter CX to defeat a certain monster that mysteriously invaded the studio!,Expert,
Find & Defeat Bowser,9E0B-0000-011B-9568,ProfDE,SMB3,Castle,Castle level with multiple paths.,Normal,
Don't Get Hit (until you must),B6F30000011C5394,JamesLegends ,SMB,Underground,"Don't get hit until a certain point or you will fail. It's not long, but it's tricky! ",,
Find the Correct Pipe,DA52-0000-011F-9026,AndrewIdaho,SMW,Ghost House,A puzzle level where you must find the correct pipe to your destination or else fall into a horrifying but hilarious trap,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHktVPyZSw
